===========================================
timestamp_ms,heading,roll,pitch,qw,qx,qy,qz,gx,gy,gz,ax,ay,az,lin_x,lin_y,lin_z,grav_x,grav_y,grav_z,mag_x,mag_y,mag_z,temp
940568,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,-0.0625,-0.0625,-6.05,4.32,6.37,0.01,-0.14,0.1,-6.07,4.46,6.27,12.875,-24.375,-38.6875,16
940719,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.0625,0.0625,-6.04,4.33,6.36,0.02,-0.13,0.09,-6.07,4.46,6.27,12.1875,-24.75,-39.5,16
941563,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.0,0.0,-6.01,4.34,6.36,0.05,-0.12,0.09,-6.07,4.46,6.27,13.25,-24.0,-38.6875,16
941714,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.0625,0.0,-6.04,4.32,6.36,0.02,-0.14,0.09,-6.07,4.46,6.27,12.875,-25.0625,-39.5,16
941863,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.125,-0.125,0.0,-6.06,4.33,6.36,0.01,-0.13,0.09,-6.07,4.46,6.27,13.25,-24.75,-39.875,16
942540,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.25,-0.0625,-6.05,4.32,6.35,0.01,-0.14,0.08,-6.07,4.46,6.27,12.5625,-24.0,-39.875,16
942740,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.125,-0.125,-6.02,4.34,6.38,0.04,-0.12,0.11,-6.07,4.46,6.27,12.1875,-24.375,-39.5,16
942869,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,-0.25,-0.0625,-6.02,4.32,6.37,0.04,-0.14,0.1,-6.07,4.46,6.27,12.875,-24.75,-39.5,16
943537,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,-0.125,-0.125,-6.05,4.35,6.37,0.01,-0.12,0.09,-6.07,4.46,6.27,12.1875,-24.375,-39.875,16
943680,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.125,0.125,0.125,-6.05,4.35,6.36,0.02,-0.13,0.1,-6.07,4.46,6.27,11.75,-24.0,-38.75,16
943810,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.25,0.0625,-6.05,4.34,6.34,0.01,-0.12,0.07,-6.07,4.46,6.27,13.25,-24.0,-39.5,16
944541,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.125,0.125,-6.05,4.34,6.35,0.01,-0.12,0.08,-6.07,4.46,6.27,12.875,-24.0,-39.5625,16
944682,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.125,0.0,-6.04,4.34,6.35,0.02,-0.12,0.08,-6.07,4.46,6.27,12.5625,-24.0,-38.6875,16
944822,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.0625,0.0,-6.04,4.32,6.39,0.02,-0.14,0.11,-6.07,4.46,6.27,12.1875,-24.0,-39.5,16
945521,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.125,0.0,-6.05,4.33,6.4,0.01,-0.13,0.1,-6.07,4.46,6.27,11.75,-23.6875,-39.5,16
945664,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,-0.125,0.0,-6.05,4.33,6.39,0.01,-0.13,0.11,-6.07,4.46,6.27,12.1875,-24.0,-40.25,16
945809,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.0625,0.0625,-6.04,4.33,6.35,0.02,-0.13,0.08,-6.07,4.46,6.27,12.5625,-24.75,-39.875,16
946557,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.0,0.0625,-6.03,4.31,6.36,0.03,-0.15,0.09,-6.07,4.46,6.27,12.1875,-24.0,-39.5,16
946702,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.0625,0.0625,-6.04,4.36,6.36,0.03,-0.12,0.09,-6.07,4.46,6.27,12.1875,-24.375,-39.1875,16
947546,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.125,0.0625,-6.03,4.33,6.41,0.03,-0.13,0.14,-6.07,4.46,6.27,12.875,-25.0625,-39.5,16
947693,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.125,0.125,0.0,-6.03,4.33,6.37,0.01,-0.11,0.1,-6.07,4.46,6.27,12.5625,-24.375,-39.5,16
947842,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.0,-0.125,-6.04,4.36,6.37,0.02,-0.1,0.1,-6.07,4.46,6.27,12.875,-23.6875,-40.5625,16
948563,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.0,-0.1875,-6.06,4.33,6.37,0.0,-0.13,0.1,-6.07,4.46,6.27,12.875,-25.0625,-40.5625,16
948715,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,-0.1875,-0.125,-6.04,4.35,6.39,0.01,-0.13,0.1,-6.07,4.46,6.27,12.5625,-23.6875,-39.0625,16
949558,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.1875,-0.0625,-6.02,4.3,6.34,0.04,-0.15,0.07,-6.07,4.46,6.27,11.75,-24.0,-39.875,16
949709,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.1875,0.0,-6.04,4.33,6.34,0.02,-0.13,0.07,-6.07,4.46,6.27,12.5625,-24.75,-39.5,16
949864,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.0625,0.125,-6.05,4.33,6.35,0.01,-0.13,0.08,-6.07,4.46,6.27,12.1875,-24.75,-39.5,16
950536,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,-0.125,0.125,-6.05,4.34,6.35,0.01,-0.12,0.08,-6.07,4.46,6.27,12.5625,-24.75,-39.875,16
950690,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,-0.125,-0.0625,-6.03,4.36,6.38,0.03,-0.1,0.11,-6.07,4.46,6.27,12.1875,-23.6875,-39.5,16
950841,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.125,-0.125,0.0,-6.06,4.33,6.36,0.01,-0.13,0.09,-6.07,4.46,6.27,12.5625,-24.0,-38.6875,16
951537,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.1875,-0.3125,0.1875,-6.04,4.34,6.37,0.02,-0.12,0.1,-6.07,4.46,6.27,11.75,-24.75,-38.75,16
951737,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.125,-0.0625,0.125,-6.04,4.34,6.41,0.02,-0.12,0.14,-6.07,4.46,6.27,12.1875,-24.375,-39.5,16
951869,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.0625,0.0,-6.05,4.33,6.4,0.01,-0.13,0.12,-6.07,4.46,6.27,12.5625,-24.375,-39.5625,16
952587,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.1875,0.0625,-6.04,4.33,6.37,0.02,-0.13,0.1,-6.07,4.46,6.27,12.875,-24.0,-38.6875,16
952725,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.125,0.0625,0.0,-6.05,4.33,6.37,0.01,-0.13,0.1,-6.07,4.46,6.27,13.25,-23.6875,-39.5,16
952870,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.0625,0.0,-6.04,4.35,6.37,0.03,-0.14,0.09,-6.07,4.46,6.27,12.875,-24.0,-39.5,16
953521,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.125,-0.0625,-0.0625,-6.04,4.33,6.38,0.02,-0.13,0.11,-6.07,4.46,6.27,11.75,-24.75,-39.875,16
953665,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.1875,0.0,-6.04,4.34,6.35,0.02,-0.12,0.08,-6.07,4.46,6.27,12.5625,-24.375,-39.875,16
953809,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.0,0.0625,-6.05,4.31,6.37,0.01,-0.15,0.1,-6.07,4.46,6.27,12.5625,-23.6875,-39.0625,16
954561,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,-0.0625,0.125,-6.05,4.33,6.36,0.01,-0.13,0.09,-6.07,4.46,6.27,11.75,-24.75,-40.5625,16
954707,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.0,-0.0625,-6.06,4.35,6.37,0.01,-0.11,0.1,-6.07,4.46,6.27,11.75,-24.75,-39.875,16
955551,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.125,0.0625,-6.04,4.33,6.38,0.02,-0.13,0.11,-6.07,4.46,6.27,13.25,-25.0625,-39.875,16
955700,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,-0.125,0.0625,-6.05,4.29,6.37,0.01,-0.16,0.1,-6.07,4.46,6.27,12.875,-24.375,-40.1875,16
955848,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.0625,-0.0625,-6.03,4.32,6.35,0.03,-0.14,0.08,-6.07,4.46,6.27,11.75,-23.25,-39.875,16
956526,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.0625,0.0,-6.04,4.35,6.35,0.02,-0.11,0.08,-6.07,4.46,6.27,12.5625,-24.75,-39.0625,16
956680,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,-0.0625,0.0,-6.04,4.34,6.39,0.02,-0.12,0.12,-6.07,4.46,6.27,11.375,-24.0,-39.5,16
956835,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.0,-0.0625,-6.03,4.33,6.36,0.02,-0.13,0.12,-6.07,4.46,6.27,12.875,-24.0,-38.6875,16
957532,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,-0.25,-0.0625,-6.02,4.32,6.39,0.04,-0.14,0.12,-6.07,4.46,6.27,12.1875,-24.375,-39.0625,16
957685,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,-0.25,0.0625,-6.02,4.3,6.37,0.04,-0.16,0.1,-6.07,4.46,6.27,12.5625,-24.0,-40.1875,16
957839,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.3125,0.125,-6.05,4.32,6.36,0.01,-0.14,0.09,-6.07,4.46,6.27,12.5625,-24.75,-39.5,16
958579,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,-0.125,0.0,-6.04,4.31,6.38,0.02,-0.15,0.11,-6.07,4.46,6.27,13.25,-24.75,-40.5625,16
958736,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.125,0.0625,0.0,-6.03,4.34,6.36,0.03,-0.12,0.09,-6.07,4.46,6.27,12.875,-24.75,-39.5,16
959588,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.0,0.0,-6.05,4.33,6.4,0.03,-0.12,0.11,-6.07,4.46,6.27,12.875,-25.0625,-39.5625,16
959745,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.1875,0.0,-6.05,4.32,6.4,0.01,-0.14,0.12,-6.07,4.46,6.27,12.1875,-24.375,-39.875,16
960588,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.1875,0.125,-6.06,4.32,6.36,0.01,-0.14,0.09,-6.07,4.46,6.27,12.1875,-24.375,-39.875,16
960749,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.0,0.0,-6.05,4.34,6.4,0.01,-0.12,0.12,-6.07,4.46,6.27,12.5625,-25.0625,-39.5625,16
961620,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.125,-0.0625,-6.06,4.31,6.37,0.0,-0.15,0.1,-6.07,4.46,6.27,12.5625,-24.375,-39.5,16
961758,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.125,0.125,0.0625,-6.02,4.33,6.35,0.04,-0.13,0.08,-6.07,4.46,6.27,12.5625,-24.375,-39.1875,16
962548,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,0.0,-0.0625,-6.06,4.33,6.37,0.0,-0.13,0.1,-6.07,4.46,6.27,11.75,-24.375,-38.375,16
962689,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.25,0.0,-6.04,4.35,6.34,0.02,-0.11,0.07,-6.07,4.46,6.27,12.5625,-25.0625,-38.375,16
962830,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,-0.125,0.0625,-6.05,4.35,6.38,0.01,-0.11,0.11,-6.07,4.46,6.27,12.5625,-24.375,-39.0625,16
963611,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.0625,0.0,-6.04,4.32,6.41,0.02,-0.14,0.13,-6.07,4.46,6.27,12.5625,-24.75,-39.5,16
963753,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.0625,-0.0625,-6.04,4.34,6.37,0.02,-0.12,0.1,-6.07,4.46,6.27,12.1875,-25.0625,-39.1875,16
964550,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.125,-0.0625,0.0625,-6.04,4.32,6.35,0.02,-0.14,0.08,-6.07,4.46,6.27,12.1875,-24.75,-39.875,16
964699,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,-0.0625,0.0625,-0.1875,-6.04,4.32,6.37,0.02,-0.14,0.1,-6.07,4.46,6.27,12.5625,-24.75,-39.5,16
964848,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0,-0.125,0.125,-6.04,4.34,6.37,0.02,-0.12,0.1,-6.07,4.46,6.27,13.25,-25.0625,-38.375,16
965627,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.0,0.0,-6.04,4.34,6.39,0.02,-0.12,0.11,-6.07,4.46,6.27,12.875,-24.75,-38.6875,16
965776,93.75,-38.1875,35.4375,0.6188354,0.4215088,0.04992676,-0.6610107,0.0625,0.1875,-0.0625,-6.04,4.34,6.36,0.0,-0.13,0.11,-6.07,4.46,6.27,12.1875,-24.75,-39.5,16
966554,93.8125,-38.1875,35.1875,0.6189575,0.420166,0.05053711,-0.6616821,-0.0625,0.0,-0.0625,-6.02,4.31,6.38,0.03,-0.13,0.09,-6.06,4.44,6.29,11.375,-24.375,-39.0625,16
966706,93.8125,-38.1875,35.125,0.6190186,0.4197388,0.05072021,-0.6618652,0.0,0.0,0.0625,-6.02,4.33,6.39,0.03,-0.1,0.09,-6.06,4.43,6.3,12.875,-24.375,-39.0625,16
966857,93.8125,-38.1875,35.0625,0.6190186,0.4193726,0.05084229,-0.6620483,-0.0625,-0.1875,0.0,-6.03,4.3,6.38,0.02,-0.12,0.07,-6.06,4.43,6.3,12.5625,-25.5,-39.5,16
967574,93.8125,-38.125,34.9375,0.6190796,0.4187012,0.05114746,-0.6624146,-0.0625,-0.0625,0.125,-6.05,4.34,6.39,0.01,-0.07,0.07,-6.06,4.41,6.31,11.75,-25.0625,-39.5625,16
967795,93.8125,-38.125,34.9375,0.6190796,0.4187012,0.05114746,-0.6624146,0.0,0.0625,-0.125,-6.04,4.32,6.36,0.02,-0.09,0.05,-6.06,4.41,6.31,13.25,-24.375,-38.375,16
968552,93.8125,-38.125,34.9375,0.6190796,0.4187012,0.05114746,-0.6624146,-0.0625,-0.1875,0.0625,-6.03,4.34,6.39,0.02,-0.07,0.07,-6.06,4.41,6.31,12.875,-24.0,-38.6875,16
968708,93.8125,-38.125,34.9375,0.6190796,0.4187012,0.05114746,-0.6624146,0.0625,0.25,0.0,-6.05,4.32,6.4,0.0,-0.09,0.09,-6.06,4.41,6.31,12.1875,-24.0,-39.875,16
968863,93.8125,-38.125,34.9375,0.6190796,0.4187012,0.05114746,-0.6624146,0.0625,0.0,-0.0625,-6.03,4.34,6.39,0.02,-0.07,0.07,-6.06,4.41,6.31,13.25,-25.0625,-40.6875,16
969521,122.3125,-37.5,57.3125,0.4075928,0.5063477,-0.1723022,-0.7401733,72.625,-46.5625,-177.0,-5.49,6.49,3.85,0.47,-0.05,-0.33,-6.14,6.41,4.16,6.75,-42.0625,-23.0625,16
969685,60.125,-57.1875,45.5,0.2139893,0.5492554,-0.09417725,-0.8023071,7.625,19.0,-96.875,-5.86,5.45,3.12,2.45,1.79,-0.55,-8.32,3.65,3.68,24.0625,-38.5,-19.25,16
970562,171.5625,-7.75,13.5,0.07250977,0.07696533,-0.1118164,-0.9880981,40.625,157.8125,-35.0625,-0.56,2.01,9.01,0.76,-0.26,-0.42,-1.62,2.34,9.38,-1.875,-30.1875,-38.5,16
970727,79.0,-53.375,34.3125,0.08233643,0.4812012,-0.1494751,-0.8598633,114.625,453.625,9.5625,-7.99,3.21,3.55,0.21,-0.18,-0.58,-8.21,3.39,4.14,23.0625,-33.0625,-27.6875,16
971555,151.25,-32.5,29.75,0.230896,0.3358765,-0.1460571,-0.9014282,-24.75,80.0,42.125,-4.56,3.25,8.75,0.77,-0.85,1.63,-5.34,4.1,7.12,11.6875,-37.0625,-30.0,16
971765,147.1875,-38.375,31.4375,0.2577515,0.3894043,-0.1188354,-0.8762207,-7.0625,16.5,11.0625,-6.47,4.15,6.86,-0.38,0.14,0.31,-6.09,4.02,6.54,16.375,-35.5,-30.0,16
972527,71.8125,-52.0625,25.625,0.1390991,0.4655762,-0.07849121,-0.8704834,3.4375,8.0625,-44.1875,-8.0,3.37,5.99,-0.24,0.81,0.56,-7.76,2.55,5.42,27.6875,-31.1875,-24.375,16
972670,77.0,-55.6875,22.75,0.09838867,0.4851074,-0.07080078,-0.8660278,13.625,13.125,-17.5625,-8.39,2.86,5.24,-0.27,0.73,0.17,-8.12,2.12,5.06,31.6875,-28.6875,-23.25,16
972815,78.0625,-56.9375,22.9375,0.09002686,0.4938354,-0.07183838,-0.8618774,6.0625,3.625,-3.5625,-7.93,2.63,5.36,0.28,0.55,0.44,-8.22,2.08,4.92,33.5,-28.6875,-22.5,16
973577,75.6875,-65.0625,22.4375,0.1034546,0.5519409,-0.02832031,-0.8269653,-19.4375,12.5,7.375,-9.06,2.25,4.38,-0.11,0.74,0.69,-8.89,1.57,3.81,37.5,-26.0625,-18.75,16
973723,74.4375,-63.625,18.4375,0.1124268,0.536377,-0.01123047,-0.8363647,10.875,-22.9375,-12.8125,-6.43,2.11,4.8,2.34,0.74,0.64,-8.77,1.36,4.16,36.6875,-25.6875,-20.25,16
973870,82.375,-61.8125,11.4375,0.05657959,0.5179443,-0.02069092,-0.8532715,51.375,-9.25,-75.3125,-8.45,0.25,5.06,0.19,-0.59,0.52,-8.64,0.85,4.54,37.0625,-25.0,-21.75,16
974542,94.625,-77.125,53.125,0.03277588,-0.6455688,0.1488037,0.7483521,61.875,56.0625,6.125,-9.63,3.03,3.13,-0.06,1.26,1.93,-9.57,1.76,1.19,41.0625,-26.0625,-3.75,16
974692,104.5,-78.1875,78.0625,0.09118652,-0.6552124,0.2228394,0.7160034,62.625,4.0625,-8.375,-7.94,2.04,-0.66,1.65,0.1,-1.05,-9.6,1.94,0.38,41.75,-26.75,4.375,16
974844,116.0,-81.375,89.0,0.1655884,-0.6551514,0.2637329,0.6883545,86.1875,-13.1875,-20.3125,-10.02,1.87,0.11,-0.31,0.44,0.09,-9.7,1.43,0.02,41.75,-24.25,7.75,16
975614,147.25,-85.9375,176.1875,0.3377075,-0.6016846,0.3850098,0.612915,36.5,-13.8125,-2.875,-9.22,1.41,1.24,0.55,0.77,1.44,-9.78,0.64,-0.2,45.75,-13.0,15.75,16
975766,156.0625,-79.5625,4.625,0.423645,-0.526001,0.3610229,0.6430664,90.875,-38.0,6.4375,-10.13,-0.05,1.53,-0.5,-0.24,-0.29,-9.63,0.18,1.82,46.5,-10.0625,11.25,16
976519,168.4375,-80.25,-7.5625,0.4832764,-0.5088501,0.3966675,0.5917358,-3.875,8.6875,14.5625,-9.95,0.14,1.52,-0.28,0.36,-0.11,-9.66,-0.19,1.62,48.6875,-2.75,8.6875,16
976674,166.8125,-80.5,-1.1875,0.4741821,-0.5078125,0.3998413,0.5978394,0.875,6.1875,-7.8125,-9.3,0.62,1.45,0.37,0.67,-0.15,-9.67,-0.04,1.6,48.6875,-4.5625,8.6875,16
976827,169.1875,-82.125,-15.4375,0.4793091,-0.5229492,0.4011841,0.5795288,0.8125,10.375,-13.6875,-10.34,0.38,1.36,-0.62,0.73,0.07,-9.71,-0.35,1.28,47.1875,-2.375,10.875,16
977554,162.625,-74.25,14.1875,0.4705811,-0.4634399,0.3925171,0.6400757,2.125,6.875,18.5625,-9.58,0.31,2.17,-0.14,-0.36,-0.38,-9.44,0.68,2.56,48.25,-6.0625,4.1875,16
977715,160.25,-72.3125,17.375,0.4621582,-0.4526367,0.3878174,0.6565552,-7.875,-8.5625,-1.0,-8.65,0.74,3.1,0.68,-0.14,0.25,-9.34,0.88,2.85,48.6875,-7.875,4.1875,16
978607,169.9375,-83.25,-2.0,0.4789429,-0.526062,0.4100342,0.5707397,-5.375,7.25,-5.0,-9.35,-0.01,1.09,0.38,0.33,0.0,-9.74,-0.35,1.08,48.6875,-1.375,11.25,16
978749,170.125,-84.3125,-2.0625,0.4744263,-0.5322266,0.4154663,0.5648804,-0.625,15.625,7.5625,-9.3,0.02,0.2,0.46,0.37,-0.66,-9.76,-0.34,0.86,47.5625,-0.5625,12.375,16
979544,170.1875,-85.6875,-1.75,0.4707031,-0.5355835,0.4230957,0.559082,-2.25,8.6875,-0.625,-9.98,0.05,0.76,-0.2,0.37,0.03,-9.78,-0.3,0.65,46.1875,-2.0625,13.5,16
979697,169.3125,-86.25,-1.3125,0.4650269,-0.5374756,0.4251709,0.5604858,-3.0625,3.4375,7.0625,-9.94,-0.09,0.63,-0.15,0.11,0.04,-9.78,-0.21,0.59,46.75,-1.6875,12.75,16
979837,168.5625,-86.8125,-0.6875,0.4595947,-0.5376587,0.4290161,0.5618286,-0.8125,2.5625,2.6875,-10.16,0.0,0.05,-0.37,0.11,-0.47,-9.79,-0.11,0.52,46.75,-2.375,13.875,16
980646,162.75,-83.375,3.8125,0.4385376,-0.5137329,0.4351196,0.5953369,-6.75,-13.125,13.5,-9.87,0.85,1.0,-0.02,0.22,0.09,-9.73,0.68,0.93,47.1875,-6.75,12.75,16
980788,160.8125,-81.9375,42.6875,0.4302979,-0.5062866,0.4384155,0.6052246,-1.375,2.8125,8.125,-9.65,1.14,1.11,0.05,0.2,0.11,-9.7,0.94,1.0,47.1875,-7.5625,10.875,16
981575,156.125,-79.5625,63.4375,0.401001,-0.5009155,0.4570313,0.6159668,-1.4375,0.875,11.0625,-9.8,1.62,0.88,-0.16,0.04,0.09,-9.64,1.58,0.78,45.375,-11.1875,12.75,16
981761,156.5,-79.875,64.125,0.4023438,-0.5021362,0.4576416,0.6136475,-1.8125,-3.375,0.6875,-10.0,1.7,0.66,-0.35,0.16,-0.09,-9.65,1.54,0.75,46.1875,-11.5,12.375,16
981888,154.75,-78.875,67.5625,0.3925781,-0.5001831,0.4615479,0.6186523,-0.1875,14.5625,11.8125,-9.51,1.72,1.02,0.11,-0.02,0.29,-9.62,1.76,0.69,45.75,-11.5,13.1875,16
982546,146.1875,-72.6875,72.6875,0.3474731,-0.4801025,0.4746094,0.6507568,-2.0,-2.75,4.4375,-9.53,2.79,0.74,-0.17,0.01,-0.12,-9.36,2.78,0.86,44.0,-18.6875,13.1875,16
982732,145.4375,-72.1875,73.375,0.3430786,-0.4793091,0.4760132,0.6526489,1.4375,0.625,-1.1875,-9.53,3.02,0.65,-0.19,0.15,-0.2,-9.33,2.86,0.85,44.6875,-18.375,12.75,16
982861,145.375,-72.3125,73.75,0.3422852,-0.4807739,0.4758911,0.6520996,-1.4375,0.375,2.0,-9.24,3.02,0.72,0.1,0.16,-0.1,-9.34,2.86,0.83,44.0,-18.6875,13.1875,16
983523,146.9375,-73.375,71.9375,0.3518066,-0.4833984,0.4714966,0.6482544,0.9375,2.0625,-3.1875,-9.67,2.76,0.83,-0.27,0.1,-0.02,-9.39,2.65,0.86,43.5625,-17.6875,12.375,16
983657,147.1875,-73.625,72.0,0.3531494,-0.484375,0.4711304,0.6470947,1.875,1.125,-4.0,-9.59,2.74,0.86,-0.18,0.12,0.01,-9.41,2.61,0.84,44.0,-16.5625,12.0,16
983788,147.8125,-74.0625,72.5,0.3556519,-0.4862061,0.4717407,0.6439209,-1.1875,-3.0625,-2.3125,-9.59,2.66,0.6,-0.16,0.09,-0.2,-9.43,2.56,0.81,44.0,-16.875,12.75,16
984612,149.75,-74.875,70.0625,0.3677979,-0.4846802,0.4698486,0.6395874,0.3125,-3.4375,-3.6875,-9.91,2.38,0.84,-0.44,0.0,-0.03,-9.46,2.39,0.87,44.6875,-16.5625,12.375,16
984749,149.8125,-74.9375,70.25,0.3677368,-0.4851074,0.4700317,0.6390991,-2.875,-4.5625,-2.9375,-9.45,2.61,0.98,0.01,0.22,0.12,-9.47,2.39,0.85,45.0,-15.875,12.75,16
984884,150.875,-75.75,70.625,0.3726196,-0.4884033,0.4699097,0.6338501,4.0625,4.75,-5.3125,-9.73,2.27,0.61,-0.23,0.0,-0.16,-9.5,2.26,0.78,44.6875,-15.5,12.75,16
985529,151.625,-75.875,60.4375,0.383606,-0.4838867,0.4537964,0.6425171,2.625,-3.9375,-5.375,-9.63,2.12,1.35,-0.12,0.04,0.17,-9.51,2.07,1.17,46.5,-14.75,11.6875,16
985672,153.25,-76.8125,60.125,0.3914795,-0.4863892,0.454895,0.6350098,4.4375,-2.9375,-13.1875,-9.52,1.86,0.68,-0.03,-0.02,-0.44,-9.55,1.9,1.11,45.375,-14.0625,10.5,16
985813,155.3125,-78.1875,52.9375,0.404541,-0.491272,0.4441528,0.6306152,1.6875,3.1875,-9.5625,-9.76,1.9,1.15,-0.16,0.32,-0.03,-9.6,1.58,1.19,46.75,-11.875,11.25,16
986628,168.6875,-85.1875,-179.375,0.428833,-0.5751953,0.4609985,0.5222778,-3.875,22.0625,-11.0625,-9.73,0.4,-1.11,0.03,0.52,-0.26,-9.76,-0.11,-0.85,44.6875,-2.75,18.75,16
986773,168.875,-84.625,-178.5,0.428772,-0.5817261,0.4541016,0.5211792,0.9375,-3.0625,-9.75,-9.78,0.09,-0.44,0.13,0.32,0.43,-9.76,-0.26,-0.87,44.25,-2.75,20.5625,16
