===========================================
timestamp_ms,heading,roll,pitch,qw,qx,qy,qz,gx,gy,gz,ax,ay,az,lin_x,lin_y,lin_z,grav_x,grav_y,grav_z,mag_x,mag_y,mag_z,temp
59014,10.5,-5.125,-10.875,0.9902344,-0.090271,0.05389404,-0.09136963,1.5625,-1.75,2.8125,-0.41,-1.58,9.49,0.37,0.23,-0.05,-0.88,-1.84,9.59,11.6875,-4.0625,-52.1875,12
59054,10.375,-5.1875,-10.8125,0.9904175,-0.08972168,0.05432129,-0.09014893,0.1875,-0.0625,4.375,-1.13,-1.63,9.64,-0.23,0.19,0.05,-0.89,-1.83,9.59,11.6875,-4.0625,-52.1875,12
59098,10.1875,-5.1875,-10.8125,0.9905396,-0.08953857,0.05438232,-0.08843994,-0.125,-0.0625,3.3125,-1.28,-1.72,9.66,-0.38,0.11,0.07,-0.9,-1.83,9.59,11.6875,-4.375,-51.375,12
59189,10.1875,-5.25,-10.8125,0.9905396,-0.08953857,0.05432129,-0.08831787,-0.1875,-0.9375,-2.75,-1.11,-1.72,9.78,-0.21,0.1,0.19,-0.9,-1.83,9.59,11.6875,-4.375,-51.0625,12
59286,10.3125,-5.375,-10.875,0.9902954,-0.09020996,0.05560303,-0.08966064,-0.9375,0.6875,-0.5,-1.0,-1.66,9.7,-0.08,0.18,0.11,-0.92,-1.85,9.58,11.25,-4.375,-52.0625,12
59435,10.1875,-5.75,-11.25,0.9899902,-0.09283447,0.05895996,-0.08843994,-3.0,2.125,-0.8125,-1.4,-1.99,9.54,-0.41,-0.08,-0.02,-0.98,-1.9,9.56,11.25,-4.375,-51.375,12
60022,8.75,-4.875,-11.4375,0.9911499,-0.09613037,0.05059814,-0.07635498,-0.3125,-1.75,-4.5625,-0.9599999,-1.72,9.7,-0.12,0.21,0.13,-0.83,-1.94,9.57,11.6875,-4.0,-51.375,12
60115,9.125,-4.8125,-11.625,0.9908447,-0.09735107,0.0501709,-0.0791626,-4.3125,0.9375,-3.875,-0.91,-2.16,9.32,-0.12,-0.25,-0.29,-0.82,-1.97,9.57,11.25,-3.5625,-52.1875,12
60208,9.5625,-4.6875,-11.625,0.9904785,-0.09741211,0.04968262,-0.08331299,3.125,-0.125,-4.875,-0.85,-1.73,9.5,-0.04,0.23,-0.06,-0.8,-1.97,9.57,11.6875,-3.5625,-51.6875,12
===========================================
timestamp_ms,heading,roll,pitch,qw,qx,qy,qz,gx,gy,gz,ax,ay,az,lin_x,lin_y,lin_z,grav_x,grav_y,grav_z,mag_x,mag_y,mag_z,temp
1017,0.625,-9.3125,-0.0625,0.9967041,-0.0003051758,0.08117676,-0.005493164,-1.5625,72.75,-4.1875,-0.75,10.01,0.01,0.94,10.03,-9.64,-1.7,-0.01,9.65,-11.875,-49.75,-12.5625,9
1114,1.0,-13.375,-0.5625,0.993103,-0.004089355,0.1167603,-0.008789063,-6.8125,20.5625,-4.0,-1.58,9.52,0.33,0.69,9.62,-9.2,-2.3,-0.11,9.53,-12.875,-49.375,-14.375,9
1367,1.5625,-17.125,-0.1875,0.9887085,6.103516e-05,0.149353,-0.0135498,-1.1875,-45.125,11.625,-2.26,10.32,0.52,0.55,10.35,-8.86,-2.82,-0.03,9.39,-7.5,-30.375,-7.6875,9
2559,349.625,-4.4375,93.125,0.6846313,0.7160645,0.1213379,0.06188965,1.875,-59.625,6.0,-0.85,11.31,-0.84,-0.12,1.48,-0.35,-0.75,9.76,-0.53,-10.5625,-32.0,0.875,9
2696,354.6875,-3.3125,92.5,0.6906738,0.7185669,0.07507324,0.03192139,-1.8125,-31.5625,9.625,-0.26,10.18,-0.67,0.31,0.26,-0.05,-0.55,9.78,-0.42,-9.75,-30.875,1.0,9
2840,358.25,-3.25,91.9375,0.6946411,0.7174072,0.05206299,0.01049805,-3.5625,-13.75,-6.125,-0.51,9.43,-0.45,0.06,-0.34,-0.12,-0.57,9.78,-0.33,-9.6875,-31.25,3.25,10
3570,12.1875,-10.3125,93.3125,0.6826782,0.7250366,0.05395508,-0.07318115,-4.875,-2.25,-4.1875,-1.75,9.78,-0.79,0.01,0.15,-0.23,-1.76,9.62,-0.55,-0.5625,-34.0,9.6875,10
3714,12.3125,-10.3125,92.5625,0.6873169,0.7205811,0.05255127,-0.07446289,-4.5625,6.375,6.1875,-2.23,9.97,-0.56,-0.48,0.33,-0.13,-1.75,9.63,-0.42,-1.1875,-34.5,9.25,10
4564,345.125,2.0,92.5,0.6856689,0.7192383,0.06793213,0.08947754,-15.6875,16.75,15.6875,0.08,8.9,-0.33,-0.28,-0.88,0.06,0.37,9.79,-0.4,-14.875,-36.0,8.375,10
4709,344.1875,3.375,91.25,0.6923828,0.7128906,0.05566406,0.09606934,-1.75,20.0,2.625,0.49,10.25,-1.34,-0.09,0.46,-1.11,0.58,9.78,-0.22,-14.75,-36.375,9.0625,10
4854,341.4375,2.75,90.75,0.6929932,0.7075195,0.08007813,0.1130371,-2.9375,54.3125,-14.0,0.71,9.5,-1.28,0.25,-0.28,-1.15,0.45,9.79,-0.12,-16.875,-36.875,8.1875,10
5544,346.1875,-6.0,93.5625,0.6798706,0.7102661,0.163147,0.08203125,-24.8125,91.625,-5.3125,-1.19,9.17,0.84,-0.16,-0.55,1.42,-1.03,9.73,-0.58,-7.5,-40.75,12.0625,10
5691,334.3125,-5.375,92.8125,0.6721191,0.6879272,0.2269897,0.1531982,-2.625,34.25,2.875,-0.36,9.95,-0.04,-1.26,0.21,0.38,-0.91,9.75,-0.49,-11.1875,-40.75,6.25,10
6573,359.375,-4.25,92.8125,0.6893921,0.7221069,0.05749512,0.003417969,-25.25,66.5,-7.25,1.16,7.69,3.47,1.89,-2.07,3.96,-0.73,9.76,-0.45,-7.75,-38.5,14.6875,11
6766,330.25,-6.1875,93.4375,0.6625366,0.6793213,0.262085,0.1758423,21.5,5.9375,-12.125,-2.18,11.13,-0.9700001,-1.1,1.41,-0.35,-1.08,9.72,-0.61,-12.25,-40.6875,6.6875,11
7516,23.875,-4.875,91.25,0.6838379,0.7097168,-0.08740234,-0.1448364,4.4375,40.6875,25.5,-4.52,6.33,-2.69,-1.47,-2.21,-4.78,-0.79,9.77,-0.22,-0.25,-39.25,16.1875,11
7645,2.0,-3.0,89.3125,0.7108765,0.7027588,0.02514648,-0.01245117,-15.0,9.3125,-12.4375,-1.57,11.09,-0.72,-1.01,1.3,-0.85,-0.55,9.79,0.13,-6.375,-39.375,15.0625,11
7781,4.1875,-5.0625,89.0,0.7113037,0.701416,0.03601074,-0.02758789,21.3125,-17.75,-4.4375,-1.63,10.98,-0.67,-0.75,1.21,-0.8,-0.88,9.76,0.13,-8.0625,-40.5,12.1875,11
8529,342.1875,-8.875,95.4375,0.664856,0.7041016,0.2266846,0.1040039,14.75,-256.5625,13.375,0.22,10.21,1.74,1.76,0.56,2.63,-1.54,9.64,-0.88,-10.5625,-40.75,9.6875,11
8659,6.5625,-10.5625,93.75,0.6824951,0.7238159,0.09313965,-0.03930664,1.375,29.4375,-1.0,-4.81,10.25,-3.91,-3.0,0.63,-3.26,-1.8,9.61,-0.65,-5.0625,-40.5625,14.375,11
8798,341.0625,-8.0,94.1875,0.6716309,0.6984253,0.2203369,0.1119995,-42.75,190.75,-14.25,-0.13,8.89,0.13,1.24,-0.78,0.81,-1.38,9.68,-0.67,-6.5,-40.0625,13.0,11
9562,11.1875,-9.25,89.125,0.7091064,0.6998901,0.02868652,-0.08105469,13.8125,-228.3125,37.75,0.45,9.69,-0.11,1.96,0.0,-0.29,-1.51,9.68,0.18,-4.6875,-41.375,12.5625,11
9700,29.8125,-4.5625,88.3125,0.6929321,0.6856079,-0.1251831,-0.1846313,3.875,-8.0625,21.3125,1.36,8.65,4.45,2.11,-1.12,4.18,-0.74,9.77,0.27,-1.5,-40.6875,15.5,11
9843,10.0,-2.3125,88.6875,0.7143555,0.6981812,-0.01470947,-0.0446167,-22.9375,301.0,4.1875,-0.85,8.37,2.15,-0.45,-1.41,1.91,-0.4,9.79,0.24,-3.25,-40.875,15.5,11
10519,355.9375,-5.3125,84.375,0.7402344,0.6662598,0.08642578,0.02618408,-4.25,9.9375,3.625,-1.72,10.7,-0.06,-0.81,0.98,-1.02,-0.91,9.71,0.95,-9.0,-42.25,8.5625,11
10656,356.0625,-2.75,83.3125,0.7467651,0.6635132,0.04229736,0.01715088,4.6875,-180.125,26.375,1.13,10.09,1.82,1.52,0.36,0.68,-0.39,9.73,1.13,-9.375,-42.1875,7.1875,11
10800,1.625,-1.6875,85.5625,0.7337036,0.6792603,0.01074219,-0.01080322,25.5,202.25,-4.3125,-7.44,7.88,0.68,-7.13,-1.88,-0.01,-0.3,9.77,0.7,-8.25,-41.5,11.5,11
11569,285.1875,-0.6875,92.1875,0.5506592,0.5668945,0.4450073,0.4210815,-8.5,136.25,-18.375,1.07,9.61,0.29,1.2,-0.18,0.67,-0.12,9.79,-0.38,-18.25,-41.0,-0.875,11
11709,272.125,-3.5,93.8125,0.4920044,0.4937744,0.5380249,0.473938,16.1875,32.25,-11.9375,-4.22,11.61,-0.04,-3.62,1.85,0.61,-0.61,9.76,-0.67,-13.1875,-41.75,-8.1875,11
11856,293.5625,-7.1875,94.5,0.5678711,0.5579834,0.4783325,0.3705444,11.8125,14.0,-27.5,-4.11,10.4,-2.75,-2.84,0.7,-1.96,-1.27,9.69,-0.78,-11.0,-43.0,-3.5625,11
12532,282.1875,-6.1875,88.125,0.559021,0.4912109,0.4929199,0.4508057,-14.375,58.625,47.4375,1.77,3.18,1.11,2.83,-6.55,0.8,-1.06,9.74,0.3,-9.5,-42.375,-8.6875,11
12679,249.5,-5.6875,87.0625,0.4124756,0.3300781,0.6043091,0.5964355,-10.1875,51.1875,-28.625,-1.99,12.74,4.78,-0.9599999,3.0,4.28,-1.02,9.73,0.5,-5.25,-41.5625,-17.1875,11
12824,249.5625,-9.0625,89.5,0.4051514,0.3050537,0.6345215,0.583252,20.375,-36.6875,-2.75,-4.55,14.42,2.59,-3.77,4.95,1.87,-1.54,9.68,0.06,-0.25,-41.0,-16.75,11
13582,272.0,-12.125,90.5,0.5064087,0.3953857,0.5900879,0.4888916,-7.75,-186.3125,14.6875,-1.92,8.72,0.52,0.14,-0.85,0.61,-2.06,9.58,-0.08,0.5,-42.375,-12.875,11
13730,295.875,-10.875,84.25,0.6329346,0.4938965,0.4523315,0.3884277,-9.625,-110.125,-7.5,-5.75,8.92,3.2,-3.9,-0.65,2.19,-1.85,9.57,1.0,-7.375,-43.0625,-11.375,11
14580,265.6875,-13.4375,84.375,0.5032959,0.3296509,0.5863647,0.5423584,-10.125,180.5,-29.25,-1.39,10.79,3.74,0.95,1.31,2.87,-2.35,9.47,0.87,-0.75,-40.375,-18.1875,11
14730,269.1875,-16.375,84.125,0.5202637,0.3165283,0.5924683,0.5274048,-16.125,-135.5625,6.625,-3.9,10.65,0.06,-1.16,1.3,-0.9700001,-2.73,9.35,1.04,4.5,-41.375,-18.1875,11
14880,287.6875,-10.0,76.0625,0.6350708,0.4258423,0.4476929,0.463623,-16.4375,-98.875,9.125,-2.17,10.05,0.4,-0.52,0.68,-1.96,-1.65,9.37,2.37,-5.5625,-40.25,-17.75,11
15525,292.6875,-24.3125,90.375,0.5869141,0.3759766,0.6015625,0.3903198,5.5625,82.5,-69.3125,-2.91,9.09,2.27,1.13,0.16,2.34,-4.04,8.93,-0.06,5.6875,-42.75,-10.5625,11
15723,299.25,-33.9375,96.875,0.5787354,0.3173828,0.671875,0.3359375,23.8125,14.3125,-41.5625,-4.53,8.44,-2.45,0.99,0.41,-1.42,-5.53,8.02,-1.02,14.6875,-42.875,-8.75,11
15856,308.75,-39.1875,98.0625,0.6018677,0.3131104,0.6756592,0.2884521,8.75,-34.6875,-23.5,-7.63,6.24,-3.44,-1.42,-1.27,-2.37,-6.22,7.49,-1.06,19.375,-42.375,-6.25,11
16525,238.5625,-51.6875,81.8125,0.7141113,0.2537842,0.621582,0.1983032,-28.8125,-57.0,-26.5625,-10.56,7.16,-0.22,-2.84,1.19,-1.19,-7.71,5.97,0.9599999,25.875,-39.375,-10.875,11
16663,15.25,-49.875,73.5625,0.4666748,0.6392212,-0.01757813,-0.6109619,-0.3125,-35.0,5.3125,-8.17,7.32,2.69,-0.69,1.25,0.86,-7.48,6.06,1.83,27.0,-37.75,-16.375,11
16801,19.75,-49.8125,72.875,0.4437256,0.6350708,-0.04168701,-0.6308594,40.0,-22.25,-24.8125,-8.24,7.49,0.28,-0.72,1.47,-1.55,-7.51,6.02,1.83,24.25,-38.5625,-17.5,11
17554,93.8125,-35.25,64.5,0.5612793,0.5629272,-0.08728027,-0.6004028,-27.25,-31.0625,35.25,-4.48,6.86,5.89,1.12,-0.38,2.39,-5.6,7.24,3.5,14.875,-39.375,-22.1875,11
17708,96.4375,-28.9375,60.0,0.5646973,0.5106201,-0.1432495,-0.6323242,31.6875,-78.1875,-1.625,-5.55,7.59,3.52,-0.8,0.16,-0.76,-4.74,7.43,4.29,8.0625,-39.25,-26.375,11
18551,69.375,-10.125,84.875,0.6062622,0.6144409,-0.2803345,-0.4199829,-2.8125,-9.0625,14.375,-5.16,14.12,3.31,-3.43,4.5,2.45,-1.7,9.61,0.86,-6.375,-45.375,-12.375,11
18696,73.125,-9.5,84.0,0.5961304,0.5969238,-0.3040771,-0.4425049,-3.8125,-31.0625,-6.5625,-2.75,9.49,1.03,-1.12,-0.12,0.01,-1.63,9.61,1.01,-8.1875,-46.0,-11.25,11
18839,77.4375,-9.8125,82.75,0.5839233,0.5788574,-0.3201904,-0.4705811,0.125,-24.0,-1.6875,-2.57,10.1,1.15,-0.89,0.52,-0.06,-1.67,9.58,1.22,-8.1875,-45.25,-11.25,11
19567,84.8125,-8.9375,92.25,0.5115967,0.6015015,-0.3970947,-0.4677124,-16.8125,4.9375,-3.5625,-2.34,10.15,-0.24,-0.8,0.47,0.11,-1.53,9.67,-0.35,-9.5625,-46.375,-1.75,11
19714,81.8125,-8.1875,90.875,0.5302734,0.5996094,-0.3849487,-0.4594727,-4.375,10.0,14.0625,-2.53,9.7,-2.15,-1.15,0.0,-2.01,-1.37,9.7,-0.14,-10.0,-46.375,-2.5,11
20565,86.5,-7.875,88.9375,0.5195313,0.5714722,-0.4053345,-0.4890747,-7.3125,-2.3125,0.0,-1.01,10.24,-0.34,-0.04,0.28,-0.52,-1.35,9.71,0.18,-11.0625,-46.75,-4.6875,11
20713,86.1875,-8.0625,88.9375,0.5206299,0.5738525,-0.4024658,-0.4874878,6.875,-2.75,-3.3125,-0.94,8.95,2.01,0.43,-0.74,1.84,-1.38,9.7,0.15,-10.25,-47.0625,-4.25,11
20863,89.125,-8.75,89.3125,0.5064697,0.5703125,-0.4110718,-0.4992676,-2.625,30.5625,-10.75,-0.79,10.11,-0.39,0.7,0.42,-0.51,-1.52,9.68,0.1,-10.6875,-46.75,-2.875,11
21534,85.75,-6.8125,90.75,0.5142822,0.5756226,-0.4191284,-0.4780273,2.6875,-39.0625,21.8125,-1.31,10.34,0.21,-0.14,0.61,0.35,-1.16,9.73,-0.13,-10.25,-46.375,-2.875,11
21680,86.4375,-4.8125,89.4375,0.5175781,0.5515747,-0.4369507,-0.4868164,-21.0625,-13.875,5.3125,-0.87,9.81,-0.68,-0.05,0.04,-0.81,-0.82,9.77,0.13,-12.875,-45.375,-2.1875,11
21831,88.3125,-5.375,86.875,0.5198975,0.5360718,-0.4308472,-0.5066528,-2.5625,-11.0625,-7.125,-0.4,10.08,0.11,0.52,0.34,-0.41,-0.93,9.74,0.52,-13.5625,-45.25,-4.6875,11
22546,95.25,-5.875,88.6875,0.4816895,0.5216675,-0.4653931,-0.5283813,-5.0,-17.0625,0.1875,-0.93,9.61,-0.75,0.07,-0.13,-0.9700001,-1.0,9.75,0.22,-13.25,-46.0,-2.1875,11
22699,97.0,-5.5625,85.625,0.4856567,0.4981689,-0.4627075,-0.5493774,-16.8125,-14.0625,4.8125,-1.12,9.95,1.03,-0.07,0.24,0.37,-0.94,9.73,0.76,-13.5625,-46.0,-1.375,11
22852,98.125,-4.375,85.125,0.4824829,0.4810791,-0.475647,-0.5563965,1.375,-9.6875,5.75,-1.07,10.62,0.02,-0.33,0.88,-0.8,-0.73,9.74,0.82,-13.875,-46.0,-3.5625,11
23523,105.1875,-3.5625,83.0,0.4544678,0.4348145,-0.5004883,-0.5949097,-0.875,-8.25,2.9375,-0.79,9.94,1.38,-0.18,0.22,0.2,-0.6,9.71,1.18,-14.6875,-46.375,-2.1875,11
23684,105.0625,-3.0,83.375,0.4539185,0.4320068,-0.5059204,-0.5927734,3.0,-2.875,3.8125,-0.18,9.98,0.92,0.32,0.25,-0.19,-0.51,9.72,1.12,-15.0,-46.75,-1.375,11
23839,104.875,-2.625,83.125,0.4559326,0.4283447,-0.506897,-0.5930786,-3.1875,-4.5,0.0625,-0.59,9.9,0.76,-0.14,0.17,-0.4,-0.44,9.72,1.16,-15.0,-44.875,-1.0625,11
24520,105.375,-2.3125,83.125,0.453186,0.4234619,-0.5110474,-0.5950928,-1.4375,-3.125,0.375,-0.5,9.75,0.47,-0.29,0.0,-0.91,-0.39,9.72,1.17,-15.75,-45.25,-1.0625,11
24723,105.375,-2.625,82.8125,0.4545898,0.4248657,-0.506958,-0.5964966,2.375,12.0625,-8.25,0.02,9.63,0.51,0.5,-0.08,-0.7,-0.47,9.71,1.21,-16.0625,-45.25,-1.0625,11
24866,101.5625,-4.75,84.1875,0.4689331,0.4661255,-0.4823608,-0.574585,8.8125,82.25,-7.25,-0.72,9.59,0.01,0.11,-0.13,-0.93,-0.84,9.72,0.95,-15.0,-46.0,-1.375,11
25525,86.125,-8.375,80.875,0.5553589,0.5349121,-0.3685913,-0.519165,-7.125,24.25,9.0,-2.72,10.13,1.73,-1.3,0.55,0.2,-1.42,9.58,1.53,-9.5625,-46.75,-10.5,12
25667,82.875,-6.4375,81.75,0.5661621,0.5372314,-0.3748169,-0.5003662,13.375,4.375,14.6875,-1.52,9.84,1.99,-0.44,0.2,0.62,-1.08,9.64,1.36,-11.75,-45.25,-11.375,12
25811,79.6875,-4.6875,83.875,0.5706177,0.546814,-0.3850098,-0.4765625,8.3125,23.6875,12.625,-0.99,9.77,1.17,-0.19,0.05,0.14,-0.8,9.71,1.03,-12.875,-46.0,-8.75,12
26531,55.375,8.375,83.5625,0.6624146,0.5366821,-0.3954468,-0.3416748,0.5625,18.875,69.625,2.25,9.26,-0.48,0.7,-0.36,-1.57,1.54,9.62,1.08,-20.0625,-41.375,-12.5,11
26674,42.4375,16.4375,82.4375,0.6994019,0.5222168,-0.4054565,-0.2715454,9.0625,26.75,42.0625,2.94,9.61,-0.79,0.19,-0.19,-1.69,2.83,9.3,1.23,-25.0625,-38.1875,-13.75,11
26819,35.4375,18.5625,79.125,0.730896,0.5145264,-0.3825684,-0.2338867,-26.375,121.375,3.125,3.05,10.78,2.28,-0.04,1.66,0.44,3.09,9.12,1.84,-28.0625,-35.6875,-16.375,11
27566,28.8125,24.1875,76.3125,0.7550049,0.4848022,-0.3964844,-0.1943359,3.875,-94.9375,-5.6875,5.59,8.34,4.27,0.23,-0.39,-0.62,4.03,8.69,2.05,-28.0625,-31.5625,-23.5,12
27713,38.6875,26.8125,83.25,0.7011108,0.4619751,-0.4841309,-0.2462769,2.0,-80.25,11.75,4.47,8.33,-0.34,0.04,-0.35,-1.37,4.42,8.69,1.02,-34.1875,-31.1875,-14.25,12
28563,24.1875,32.625,69.6875,0.7831421,0.40625,-0.439209,-0.1696777,-11.3125,-98.375,40.6875,4.97,7.91,2.74,-0.42,0.2,-0.03,5.39,7.7,2.78,-31.875,-26.0625,-24.0625,12
28715,18.75,31.75,65.625,0.8175049,0.4168091,-0.376709,-0.1265259,13.1875,234.5625,-18.4375,6.01,6.05,6.3,1.01,-1.56,2.69,5.0,7.61,3.61,-37.0,-22.1875,-21.5,12
28865,1.5,9.3125,57.8125,0.8731689,0.4770508,-0.09924316,-0.01184082,19.8125,52.25,-31.125,2.82,8.36,-1.78,1.23,0.17,-6.93,1.58,8.19,5.14,-13.5,-25.75,-38.0625,12
29548,31.8125,38.25,83.875,0.7078247,0.3946533,-0.5499878,-0.2018433,14.6875,-265.0,-23.8125,5.63,5.42,1.12,-0.43,-2.23,0.3,6.07,7.65,0.81,-39.5625,-22.75,-14.6875,12
29700,63.9375,29.0625,109.375,0.505249,0.3703613,-0.7127686,-0.3154907,23.125,-116.0625,-21.125,3.13,8.95,-5.55,-1.18,1.35,-2.68,4.68,8.08,-2.98,-38.875,-26.6875,11.5625,12
29854,93.0625,19.5625,119.375,0.3564453,0.3098755,-0.7969971,-0.3764038,-15.625,-185.1875,21.125,3.95,8.71,-6.89,0.78,0.66,-2.27,3.17,8.05,-4.61,-30.75,-27.375,22.875,12
30553,159.375,-0.625,120.0,0.08929443,0.1659546,-0.8500977,-0.4916992,-26.375,-16.375,-16.3125,0.2,8.17,-6.05,0.36,-0.33,-1.18,-0.15,8.51,-4.86,-5.5625,-30.1875,35.0,12
30705,152.25,1.625,115.5,0.1279297,0.1759033,-0.8272095,-0.5181274,-26.875,24.4375,8.4375,-0.01,6.72,-4.64,-0.33,-2.13,-0.46,0.31,8.86,-4.17,-7.0,-33.0625,32.1875,12
30861,152.75,2.625,111.5625,0.1323853,0.154541,-0.8123169,-0.5465088,-28.6875,-21.9375,17.9375,-0.9,10.74,-5.1,-1.35,1.63,-1.5,0.46,9.12,-3.56,-7.75,-34.5,30.6875,12
31533,180.3125,8.0,90.875,0.002075195,0.1012573,0.7053223,0.7015991,-21.5625,14.875,-15.875,2.19,12.08,-0.62,0.85,2.37,-0.51,1.34,9.71,-0.1,-3.1875,-42.6875,19.0,12
31692,173.5625,8.0625,89.625,0.03955078,-0.0604248,-0.7023926,-0.7081299,13.1875,38.1875,13.0625,1.61,8.22,1.33,-0.38,-2.2,1.09,1.4,9.7,0.04,-4.25,-44.375,16.0625,12
31856,164.75,9.4375,91.625,0.09222412,-0.02301025,-0.7166748,-0.690918,19.25,39.4375,3.9375,1.3,7.14,-1.09,-0.31,-2.51,-0.79,1.61,9.66,-0.29,-7.875,-42.5625,17.5625,12
32540,189.5625,-2.0625,101.9375,0.04779053,0.02947998,0.7775269,0.6262817,17.125,91.75,-22.5625,-1.42,10.86,-3.43,-1.05,1.28,-1.36,-0.36,9.57,-2.06,5.0625,-39.375,23.75,12
32710,174.75,0.3125,102.5625,0.02838135,0.03033447,-0.7797241,-0.6247559,-19.3125,63.5,13.0,-0.7,8.53,-1.49,-0.81,-1.04,0.6,0.1,9.57,-2.1,0.375,-39.0,26.375,12
32874,145.4375,3.625,100.5625,0.1896362,0.1802979,-0.7478638,-0.6101074,19.4375,254.6875,-40.6875,3.86,9.71,-2.87,3.24,0.09,-1.07,0.64,9.61,-1.8,-8.1875,-40.6875,23.1875,12
33540,147.75,-1.875,103.125,0.1724854,0.2431641,-0.744812,-0.5969238,-13.6875,199.5,-29.875,1.56,7.27,0.03,1.86,-2.26,2.25,-0.3,9.54,-2.22,-2.0625,-39.1875,25.25,12
33683,129.9375,0.75,105.5,0.2559814,0.3262329,-0.7263184,-0.5481567,11.75,-92.1875,49.5,-2.29,6.77,-2.98,-2.43,-2.67,-0.36,0.13,9.44,-2.62,-13.25,-40.25,20.875,12
33833,168.375,-1.5625,109.125,0.05865479,0.1065063,-0.8077393,-0.5768433,35.375,-408.1875,47.3125,5.69,9.16,-7.31,5.97,-0.1,-4.09,-0.27,9.26,-3.21,-8.5625,-37.0625,27.5,12
34540,196.125,-9.0,108.0625,0.08270264,-0.01977539,0.8079834,0.5830078,-41.125,-27.375,-19.0,-1.2,9.31,-3.92,0.37,0.09,-0.99,-1.58,9.22,-2.93,6.5,-34.25,31.0,12
34702,155.375,-2.4375,104.6875,0.1588135,0.2281494,-0.7573242,-0.5909424,-30.875,466.75,-36.75,-0.73,7.73,-0.56,-0.45,-1.74,1.9,-0.28,9.48,-2.46,5.0,-37.1875,28.0625,12
34853,119.0625,4.6875,103.5625,0.3148804,0.333374,-0.7098389,-0.534668,-30.125,-39.8125,61.3125,-1.34,8.02,-2.37,-2.23,-1.47,-0.11,0.88,9.5,-2.25,-16.5625,-39.0,20.0625,12
35544,116.875,-3.6875,112.4375,0.2838135,0.4743042,-0.6818237,-0.479126,-1.0,-161.0,52.5,-5.94,9.25,-6.66,-5.28,0.2,-2.94,-0.66,9.04,-3.72,-13.75,-39.1875,22.5,12
35695,175.6875,-12.3125,109.6875,0.005554199,-0.1912231,0.7897339,0.5828857,44.125,-425.3125,36.75,1.64,9.8,-6.03,3.91,0.79,-2.89,-2.27,9.0,-3.14,-6.6875,-37.5,27.875,12
35846,213.375,-21.5,106.0625,0.1751099,-0.07806396,0.7891846,0.5834961,1.375,1.1875,4.3125,-4.7,8.46,-3.62,-1.09,-0.3,-1.1,-3.6,8.76,-2.52,17.75,-34.5,28.375,12
36549,153.1875,-6.1875,104.8125,0.1414185,0.2689819,-0.7449951,-0.593811,-67.4375,447.25,-57.625,-4.66,11.48,-4.45,-3.59,2.06,-1.95,-1.02,9.43,-2.45,3.375,-37.375,27.5,12
36705,126.3125,-9.25,105.1875,0.272522,0.4732056,-0.6379395,-0.5429688,16.0625,-3.4375,-29.4375,-8.68,7.32,-4.9,-7.05,-1.99,-2.34,-1.63,9.32,-2.56,-9.25,-42.1875,20.5625,12
36858,155.625,-11.4375,101.1875,0.1341553,0.3123779,-0.7056274,-0.6217041,9.375,-351.9375,67.5625,-5.4,6.24,-2.29,-3.44,-3.17,-0.42,-1.95,9.42,-1.87,-6.375,-42.1875,21.25,12
37548,165.9375,-4.625,107.0,0.06988525,0.1665039,-0.7874756,-0.5892944,23.4375,-16.0,-27.125,-3.97,10.61,-7.59,-3.13,1.28,-4.69,-0.84,9.32,-2.9,-6.375,-38.5,28.0,12
37704,139.1875,-2.5,104.0625,0.2142944,0.3081665,-0.7258301,-0.5764771,-53.9375,248.5,-46.875,0.53,10.16,-3.41,0.93,0.64,-1.09,-0.4,9.51,-2.32,-4.5625,-37.6875,28.6875,12
37861,123.6875,-5.125,103.8125,0.2910767,0.43396,-0.656311,-0.5441895,13.0625,-66.875,-16.875,-7.88,6.97,-7.26,-6.99,-2.5,-4.92,-0.88,9.48,-2.33,-12.875,-42.0625,18.75,12
38552,140.3125,-5.875,98.125,0.2224731,0.3289795,-0.6798706,-0.6165161,4.0625,-140.25,19.875,-4.31,9.28,-3.7,-3.3,-0.36,-2.32,-1.01,9.65,-1.35,-10.0,-43.5625,17.0,12
38715,174.8125,-6.9375,97.1875,0.02966309,0.1251831,-0.739502,-0.6607666,23.875,-90.1875,-22.375,0.95,10.52,-3.5,0.11,1.14,-2.27,-1.25,9.64,-1.24,-0.25,-41.6875,22.0625,12
38870,177.125,-9.4375,96.3125,0.01647949,0.1416016,-0.7312012,-0.6670532,-18.75,4.0,-15.5625,1.55,10.94,-2.05,3.17,1.32,-0.98,-1.61,9.61,-1.07,3.375,-41.375,22.1875,12
39602,178.375,-3.5,101.25,0.008728027,0.0592041,-0.770813,-0.6342773,-36.0,290.125,1.6875,-0.36,11.45,-5.14,0.24,1.85,-3.22,-0.6,9.59,-1.91,7.25,-38.0625,26.875,12
39766,140.25,-1.75,97.5,0.2237549,0.2770386,-0.6992188,-0.6199341,-12.0625,135.0625,-39.5625,-4.12,7.18,-1.22,-2.18,-2.99,-0.56,-0.33,9.71,-1.27,-10.75,-41.375,20.375,12
40575,144.25,-5.6875,98.1875,0.2006836,0.3028564,-0.6925049,-0.62323,-18.5,-25.4375,22.5,-10.04,7.12,-4.05,-9.07,-2.53,-2.65,-0.9700001,9.65,-1.39,-7.75,-42.75,21.5,12
