===========================================
timestamp_ms,temp_c,pressure_pa,alt_m
280538,12.84836,100032.3,108.1853
280675,12.84836,100027.1,108.6292
280819,12.85346,100033.2,108.1113
281534,12.85346,100030.6,108.3332
281675,12.85346,100030.6,108.3332
281818,12.85855,100034.1,108.0373
282535,12.85346,100030.6,108.3332
282677,12.85855,100028.8,108.4812
282825,12.87384,100034.1,108.0373
283615,12.86874,100027.9,108.5552
283766,12.85855,100034.1,108.0373
284520,12.85855,100026.2,108.7031
284672,12.86874,100033.2,108.1113
284822,12.86874,100027.9,108.5552
285558,12.85855,100026.2,108.7031
285706,12.87893,100032.3,108.1879
285862,12.87893,100037.6,107.744
286529,12.87384,100036.7,107.818
286690,12.86874,100033.2,108.1113
286851,12.87893,100029.7,108.4072
287531,12.87384,100034.1,108.0373
287686,12.88403,100033.2,108.1139
287848,12.88403,100030.5,108.3359
288523,12.88403,100035.8,107.892
288665,12.87893,100029.7,108.4072
288808,12.88403,100030.5,108.3359
289569,12.87893,100029.7,108.4072
289716,12.88403,100030.5,108.3359
289860,12.89422,100032.3,108.1879
290536,12.88912,100036.7,107.818
290686,12.88912,100028.8,108.4812
290840,12.89931,100033.2,108.1113
291580,12.88912,100031.4,108.2592
291732,12.89931,100038.4,107.67
292521,12.89931,100033.2,108.1113
292671,12.89931,100033.2,108.1113
292824,12.90441,100039.3,107.596
293554,12.89931,100038.4,107.67
293712,12.89931,100030.5,108.3359
293868,12.89931,100035.8,107.892
294527,12.89931,100030.5,108.3359
294686,12.90441,100034.0,108.0399
294848,12.90441,100034.0,108.0399
295527,12.9095,100029.7,108.4099
295689,12.89931,100030.5,108.3359
295848,12.89931,100038.4,107.67
296533,12.9095,100032.3,108.1879
296699,12.9146,100027.9,108.5578
297562,12.9095,100034.9,107.966
297706,12.9095,100029.7,108.4099
297851,12.9146,100030.5,108.3359
298538,12.91969,100031.4,108.2619
298692,12.90441,100028.8,108.4838
298844,12.9146,100027.9,108.5578
299592,12.9146,100030.5,108.3359
299747,12.91969,100026.1,108.7058
300518,12.9095,100027.0,108.6318
300668,12.92479,100037.5,107.7466
300820,12.92479,100029.6,108.4099
301574,12.91969,100031.4,108.2619
301731,12.92988,100030.5,108.3359
302586,12.92988,100030.5,108.3359
302743,12.92479,100024.4,108.8511
303532,12.92988,100033.2,108.1139
303695,12.93498,100028.8,108.4838
303858,12.92988,100027.9,108.5578
304533,12.92988,100030.5,108.3359
304757,12.93498,100034.0,108.0426
305559,12.93498,100034.0,108.0426
305724,12.92988,100027.9,108.5578
306564,12.92479,100027.0,108.6318
306731,12.93498,100028.8,108.4838
307599,12.94007,100027.0,108.6318
307765,12.94007,100034.9,107.9686
308542,12.94007,100029.6,108.4099
308691,12.94007,100029.6,108.4099
308839,12.95026,100026.1,108.7058
309526,12.95026,100028.8,108.4838
309676,12.94517,100025.3,108.7798
309829,12.96045,100030.5,108.3385
310522,12.95536,100032.3,108.1905
310659,12.94517,100030.5,108.3385
310794,12.95026,100031.4,108.2619
311530,12.95026,100034.0,108.0426
311676,12.95026,100028.8,108.4838
311811,12.95536,100024.4,108.8538
312571,12.96045,100030.5,108.3385
312716,12.96045,100027.9,108.5605
312857,12.96555,100028.7,108.4865
313535,12.96045,100035.8,107.8946
313675,12.95026,100026.1,108.7058
313817,12.96555,100034.0,108.0426
314566,12.95536,100029.6,108.4099
314716,12.97064,100034.9,107.9686
314869,12.96555,100028.7,108.4865
315588,12.96555,100031.4,108.2645
315742,12.97064,100029.6,108.4125
316543,12.98083,100028.7,108.4865
316688,12.97064,100029.6,108.4125
317598,12.96555,100026.1,108.7058
317727,12.97064,100032.2,108.1905
317860,12.98083,100031.4,108.2645
318527,12.98083,100023.5,108.9304
318664,12.98083,100031.4,108.2645
318807,12.98593,100032.2,108.1932
319530,12.98083,100034.0,108.0452
319669,12.98083,100034.0,108.0452
319806,12.98083,100031.4,108.2645
320570,12.98083,100028.7,108.4865
320712,12.98593,100034.9,107.9712
320858,12.99102,100025.2,108.7824
321533,12.99102,100033.1,108.1192
321677,12.99612,100034.0,108.0452
321819,12.99102,100033.1,108.1192
322582,12.98593,100029.6,108.4125
322732,12.99612,100034.0,108.0452
322880,13.0063,100030.5,108.3385
323585,12.99612,100028.7,108.4865
323735,12.99612,100031.4,108.2672
323884,12.99612,100028.7,108.4865
324527,12.99102,100035.8,107.8973
324687,12.99102,100027.8,108.5605
324846,13.00121,100037.5,107.7493
325520,13.00121,100032.2,108.1932
325720,13.00121,100034.9,107.9712
325856,13.0063,100030.5,108.3385
326520,13.00121,100032.2,108.1932
326662,13.0063,100035.8,107.8973
326797,13.00121,100029.6,108.4125
327522,13.00121,100034.9,107.9712
327662,13.0063,100027.8,108.5605
327804,13.00121,100032.2,108.1932
328570,13.00121,100024.3,108.8564
328713,13.0063,100025.2,108.7824
329559,13.0114,100031.4,108.2645
329705,13.0063,100025.2,108.7824
329852,13.0114,100034.0,108.0452
330535,13.0063,100025.2,108.7824
330691,13.0114,100028.7,108.4865
330846,13.02159,100027.8,108.5631
331577,13.0114,100023.5,108.9304
331730,13.0114,100023.5,108.9304
331880,13.02159,100027.8,108.5631
332512,13.0114,100026.1,108.7084
332672,13.0114,100028.7,108.4865
332831,13.02668,100028.7,108.4865
333517,13.02159,100030.5,108.3385
333673,13.0165,100029.6,108.4151
333833,13.02159,100030.5,108.3385
334548,13.0165,100027.0,108.6345
334751,13.03178,100024.3,108.8564
335527,13.02159,100027.8,108.5631
335667,13.02668,100028.7,108.4865
335805,13.04197,100031.3,108.2672
336562,13.04197,100028.7,108.4891
336707,13.03178,100027.0,108.6345
336850,13.02159,100027.8,108.5631
337532,13.03688,100027.8,108.5631
337676,13.03178,100032.2,108.1932
337820,13.04197,100026.1,108.7084
338578,13.03178,100029.6,108.4151
338726,13.04197,100028.7,108.4891
338878,13.03688,100030.5,108.3412
339579,13.03688,100033.1,108.1192
339732,13.03178,100027.0,108.6345
339884,13.04197,100026.1,108.7084
340523,13.04197,100026.1,108.7084
340679,13.04197,100031.3,108.2672
340835,13.05216,100027.8,108.5631
341525,13.04197,100026.1,108.7084
341687,13.05216,100022.6,109.007
341843,13.05216,100027.8,108.5631
342556,13.04197,100026.1,108.7084
342719,13.05216,100025.2,108.7851
342881,13.05216,100033.1,108.1192
343528,13.04706,100026.9,108.6371
343671,13.05725,100031.3,108.2698
343811,13.06744,100025.2,108.7877
344573,13.05725,100026.0,108.7111
344715,13.05216,100027.8,108.5631
344863,13.06235,100032.2,108.1958
345535,13.05216,100035.7,107.8999
345687,13.06235,100034.8,107.9739
345841,13.07763,100032.2,108.1958
346575,13.06235,100026.9,108.6397
346738,13.05725,100023.4,108.933
347611,13.06235,100029.6,108.4178
347770,13.06744,100041.0,107.4586
348532,13.07254,100031.3,108.2698
348690,13.06235,100029.6,108.4178
348850,13.07254,100031.3,108.2698
349524,13.05725,100023.4,108.933
349688,13.07254,100033.9,108.0479
349851,13.06744,100027.8,108.5658
350527,13.07254,100026.0,108.7137
350687,13.07254,100028.7,108.4918
350854,13.07763,100026.9,108.6397
351527,13.07254,100020.8,109.1576
351693,13.07763,100032.2,108.1958
351861,13.08273,100033.1,108.1218
352537,13.08273,100033.1,108.1218
352733,13.07254,100028.7,108.4918
352861,13.08273,100033.1,108.1218
353533,13.06744,100030.4,108.3438
353662,13.09292,100034.8,107.9765
353806,13.08782,100028.7,108.4918
354574,13.08273,100033.1,108.1218
354708,13.08273,100030.4,108.3438
354845,13.08273,100025.2,108.7877
355537,13.08273,100025.2,108.7877
355669,13.09292,100029.5,108.4178
355807,13.08782,100026.0,108.7137
356520,13.08782,100028.7,108.4918
356661,13.09292,100029.5,108.4178
356800,13.08273,100027.8,108.5658
357526,13.09292,100029.5,108.4178
357674,13.09292,100029.5,108.4178
357815,13.09292,100026.9,108.6397
358551,13.09292,100029.5,108.4178
358695,13.09292,100024.3,108.8617
359555,13.09292,100024.3,108.8617
359706,13.10311,100026.0,108.7164
359856,13.10311,100026.0,108.7164
360532,13.10311,100023.4,108.9357
360682,13.10311,100031.3,108.2725
360834,13.1082,100037.4,107.7546
361558,13.10311,100026.0,108.7164
361695,13.10311,100028.6,108.4944
361827,13.10311,100023.4,108.9357
362538,13.10311,100028.6,108.4944
362672,13.1082,100024.3,108.8617
362805,13.1082,100034.8,107.9765
363537,13.1133,99835.56,124.7497
363676,13.1133,99782.91,129.1887
363815,13.1082,99695.16,136.5871
363957,13.10311,99625.83,142.4371
364755,13.1082,99134.43,183.9974
364896,13.09292,99039.7,192.0299
365681,13.08782,98770.35,214.8961
365826,13.1082,98702.74,220.6457
366556,13.1082,98457.97,241.4827
366703,13.10311,98407.09,245.8187
366847,13.1082,98360.59,249.7821
367525,13.10311,98220.24,261.7595
367674,13.10311,98183.39,264.9065
367825,13.10311,98149.18,267.8288
368571,13.10311,98067.6,274.7991
368720,13.1133,98056.16,275.7794
369567,13.1133,98040.37,277.1296
369721,13.1082,98044.78,276.7518
370564,13.1082,98113.2,270.9018
370695,13.1133,98135.1,269.031
370845,13.1133,98156.16,267.2317
371592,13.1133,98303.54,254.6492
371733,13.12349,98339.48,251.5841
371875,13.1133,98364.08,249.4861
372538,13.12349,98555.3,233.1912
372681,13.12349,98615.84,228.0362
372823,13.12858,98648.29,225.2776
373535,13.12349,98934.33,200.9687
373682,13.1133,98979.98,197.0951
373828,13.12858,99056.29,190.6216
374548,13.16934,99305.43,169.5177
374697,13.16425,99370.38,164.0218
374848,13.17953,99396.67,161.797
375523,13.17444,99485.33,154.3035
375673,13.18463,99492.34,153.7116
375822,13.18463,99510.77,152.1553
376571,13.18463,99558.16,148.1523
376726,13.19482,99586.23,145.7822
377537,13.19991,99671.35,138.5952
377692,13.2152,99681.88,137.7074
377850,13.2101,99688.9,137.1155
378556,13.2152,99763.5,130.8243
378757,13.2152,99787.2,128.8267
379657,13.22539,99875.84,121.357
379807,13.2152,99887.26,120.3952
380547,13.22539,99957.47,114.4844
380688,13.22029,99969.77,113.4487
380835,13.22539,99991.71,111.6017
381621,13.22539,100073.3,104.7345
381761,13.23048,100074.2,104.6605
382549,13.22539,100076.0,104.5125
382696,13.23048,100071.6,104.8824
382843,13.22539,100076.0,104.5125
383631,13.23048,100074.2,104.6605
383778,13.22539,100068.1,105.1757
384563,13.24067,100076.0,104.5125
384716,13.23558,100069.8,105.0304
384871,13.24067,100073.3,104.7345
385551,13.24577,100074.2,104.6631
385771,13.24067,100070.7,104.9564
386588,13.23558,100072.5,104.8084
386748,13.24577,100071.6,104.8824
387536,13.24577,100068.9,105.1044
387696,13.24577,100071.6,104.8824
388545,13.24577,100066.3,105.3263
388705,13.25086,100075.1,104.5891
388867,13.25596,100073.3,104.7371
389519,13.25086,100069.8,105.0304
389667,13.26105,100068.9,105.1044
389873,13.26615,100072.4,104.8111
390521,13.24577,100066.3,105.3263
390666,13.26615,100072.4,104.8111
390813,13.26615,100075.1,104.5891
391566,13.26615,100069.8,105.033
391717,13.26615,100069.8,105.033
392562,13.27633,100074.2,104.6631
392716,13.26615,100077.7,104.3672
392872,13.27124,100068.0,105.181
393531,13.27633,100076.8,104.4412
393686,13.27633,100076.8,104.4412
394595,13.28143,100072.4,104.8111
394751,13.27633,100071.6,104.8851
395539,13.28143,100072.4,104.8111
395699,13.28652,100073.3,104.7371
395862,13.28143,100075.1,104.5891
396516,13.27633,100079.5,104.2192
396675,13.29162,100074.2,104.6631
396837,13.30181,100075.9,104.5151
397553,13.28652,100068.0,105.181
397722,13.28652,100068.0,105.181
398524,13.29162,100068.9,105.107
398670,13.29671,100072.4,104.8111
398860,13.3069,100076.8,104.4438
399522,13.29671,100069.8,105.033
399648,13.29671,100069.8,105.033
399778,13.3069,100071.5,104.8851
400530,13.29671,100072.4,104.8111
400662,13.29671,100075.1,104.5891
400796,13.29671,100069.8,105.033
401570,13.3069,100068.9,105.107
401705,13.30181,100073.3,104.7371
401841,13.3069,100066.3,105.329
402515,13.30181,100073.3,104.7371
402652,13.30181,100068.0,105.181
402794,13.3069,100071.5,104.8851
403542,13.3069,100071.5,104.8851
403685,13.3069,100068.9,105.107
403828,13.3069,100068.9,105.107
404524,13.31709,100078.6,104.2958
404671,13.312,100069.8,105.033
404815,13.32219,100071.5,104.8851
405556,13.312,100069.8,105.033
405703,13.31709,100062.8,105.6249
406566,13.31709,100068.0,105.181
406717,13.32728,100072.4,104.8137
406872,13.33747,100071.5,104.8877
407532,13.32219,100068.9,105.107
407728,13.32728,100075.0,104.5918
407869,13.33238,100068.0,105.1836
408531,13.32219,100068.9,105.107
408668,13.33747,100071.5,104.8877
408806,13.32728,100069.8,105.033
409585,13.32219,100068.9,105.107
409726,13.33238,100065.4,105.4056
410519,13.34766,100073.3,104.7424
410658,13.33747,100071.5,104.8877
410797,13.33747,100071.5,104.8877
411544,13.34257,100067.1,105.2576
411688,13.34257,100067.1,105.2576
411828,13.34766,100073.3,104.7424
412527,13.33747,100074.2,104.6658
412673,13.34766,100065.4,105.4056
412819,13.34257,100072.4,104.8137
413559,13.34257,100069.8,105.0357
413706,13.35276,100074.1,104.6684
414551,13.35785,100072.4,104.8164
414699,13.34766,100070.6,104.9617
414860,13.35276,100074.1,104.6684
415530,13.34766,100068.0,105.1836
415685,13.35276,100074.1,104.6684
415840,13.35785,100072.4,104.8164
416533,13.35785,100075.0,104.5944
416734,13.35785,100072.4,104.8164
416872,13.35785,100075.0,104.5944
417538,13.35785,100072.4,104.8164
417681,13.36804,100074.1,104.6684
417817,13.36295,100068.0,105.1836
418586,13.37314,100075.0,104.5944
418726,13.35785,100075.0,104.5944
418870,13.36804,100074.1,104.6684
419522,13.36804,100071.5,104.8904
419664,13.37823,100075.9,104.5204
419814,13.36804,100066.2,105.3316
420522,13.37314,100072.4,104.8164
420667,13.37823,100070.6,104.9643
420811,13.37823,100070.6,104.9643
421576,13.36295,100065.4,105.4056
421728,13.37823,100075.9,104.5204
421881,13.37823,100073.2,104.7424
422528,13.37314,100072.4,104.8164
422678,13.36804,100071.5,104.8904
422831,13.37823,100070.6,104.9643
423531,13.37314,100069.7,105.0383
423689,13.38333,100068.8,105.1123
423849,13.38333,100066.2,105.3343
424537,13.37823,100070.6,104.9643
424702,13.38842,100072.4,104.8164
425570,13.37823,100073.2,104.7424
425710,13.37823,100073.2,104.7424
425855,13.38842,100072.4,104.8164
426512,13.38842,100072.4,104.8164
426654,13.38842,100069.7,105.0383
426798,13.38333,100074.1,104.6684
427546,13.38842,100069.7,105.0383
427692,13.39861,100071.5,104.8904
427839,13.38842,100075.0,104.5944
428525,13.39352,100078.5,104.2985
428675,13.4139,100068.8,105.1123
428826,13.39861,100071.5,104.8904
429558,13.39352,100068.0,105.1863
429713,13.39861,100068.8,105.1123
430556,13.39861,100068.8,105.1123
430708,13.40371,100072.4,104.8164
430864,13.4088,100070.6,104.967
431531,13.39352,100070.6,104.9643
431697,13.4088,100073.2,104.745
431858,13.39861,100076.7,104.4491
432531,13.39861,100074.1,104.6684
432692,13.4088,100073.2,104.745
432856,13.4139,100068.8,105.1123
433534,13.4139,100071.5,104.8904
433697,13.4139,100068.8,105.1123
433862,13.4139,100066.2,105.3343
434516,13.4139,100071.5,104.8904
434662,13.41899,100067.1,105.2629
434809,13.41899,100069.7,105.041
435548,13.41899,100069.7,105.041
435697,13.41899,100072.3,104.819
436529,13.41899,100069.7,105.041
436681,13.42409,100075.8,104.5231
436832,13.41899,100067.1,105.2629
437557,13.42918,100074.1,104.6737
437712,13.42409,100070.6,104.967
437871,13.41899,100069.7,105.041
438528,13.42918,100071.4,104.893
438685,13.41899,100069.7,105.041
438842,13.42918,100071.4,104.893
439574,13.43937,100067.9,105.1889
439739,13.42918,100066.2,105.3369
440577,13.43428,100064.4,105.4849
440745,13.43428,100077.6,104.3777
441569,13.42918,100066.2,105.3369
441782,13.43937,100067.9,105.1889
442582,13.42918,100066.2,105.3369
442728,13.44447,100068.8,105.1149
442875,13.43937,100067.9,105.1889
443507,13.43937,100067.9,105.1889
443651,13.44447,100074.1,104.671
443844,13.45466,100075.8,104.5231
444566,13.43937,100073.2,104.7477
444695,13.45466,100078.5,104.3038
444824,13.45466,100073.2,104.745
445549,13.44447,100071.5,104.893
445685,13.44956,100064.4,105.4849
445819,13.44956,100067.1,105.2629
446514,13.44447,100068.8,105.1149
446651,13.44956,100072.3,104.8216
446788,13.45466,100070.6,104.967
447557,13.44956,100072.3,104.8216
447696,13.45466,100075.8,104.5231
447836,13.45975,100071.4,104.893
448520,13.45466,100070.6,104.967
448675,13.46994,100075.8,104.5257
448819,13.45975,100068.8,105.1149
449525,13.45975,100071.4,104.893
449669,13.45975,100071.4,104.893
449818,13.46485,100069.7,105.0436
450504,13.45975,100071.4,104.893
450649,13.46485,100075.0,104.5997
450797,13.46994,100073.2,104.7477
451544,13.46485,100077.6,104.3777
451697,13.48013,100069.7,105.0436
451849,13.46485,100067.0,105.2629
452510,13.46485,100067.0,105.2629
452643,13.47503,100079.3,104.2298
452776,13.46994,100067.9,105.1916
453541,13.45975,100071.4,104.893
453678,13.47503,100071.4,104.8956
453875,13.47503,100068.8,105.1176
454516,13.46994,100073.2,104.7477
454658,13.48013,100080.2,104.1558
454801,13.48013,100077.6,104.3777
455562,13.47503,100068.8,105.1176
455708,13.46994,100075.8,104.5257
456560,13.48013,100074.9,104.5997
456702,13.46994,100067.9,105.1916
456860,13.48013,100072.3,104.8216
457537,13.48523,100070.5,104.9696
457687,13.48523,100078.4,104.3064
458520,13.47503,100071.4,104.8956
458669,13.49032,100071.4,104.8956
458821,13.49541,100072.3,104.8243
459541,13.49541,100074.9,104.6023
459694,13.49032,100068.8,105.1176
459852,13.50051,100075.8,104.5284
460525,13.49032,100071.4,104.8956
460682,13.49541,100072.3,104.8243
460840,13.49541,100069.6,105.0436
461528,13.49032,100066.1,105.3395
461663,13.50051,100070.5,104.9723
461801,13.49541,100069.6,105.0436
462531,13.49032,100066.1,105.3395
462672,13.50561,100068.8,105.1202
462811,13.49032,100066.1,105.3395
463562,13.50051,100067.9,105.1916
463703,13.50561,100071.4,104.8983
464559,13.50051,100070.5,104.9723
464708,13.49541,100061.7,105.7094
464856,13.50051,100070.5,104.9723
465537,13.5107,100072.3,104.8243
465699,13.5107,100072.3,104.8243
465851,13.50561,100071.4,104.8983
466514,13.50051,100073.2,104.7503
466665,13.50561,100068.8,105.1202
466819,13.50561,100068.8,105.1202
467550,13.51579,100078.4,104.309
467708,13.5107,100069.6,105.0462
468541,13.5107,100072.3,104.8243
468701,13.50051,100073.2,104.7503
468859,13.52089,100074.0,104.6763
469529,13.5107,100072.3,104.8243
469688,13.52089,100081.9,104.0131
469849,13.52089,100071.4,104.8983
470528,13.52599,100072.3,104.8243
470666,13.52089,100071.4,104.8983
470810,13.53108,100073.1,104.7503
471573,13.52599,100080.2,104.1611
471719,13.53617,100074.0,104.679
472569,13.52599,100072.3,104.8243
472716,13.52089,100071.4,104.8983
472862,13.53108,100075.8,104.531
473534,13.52089,100063.5,105.5641
473683,13.54637,100073.1,104.753
473834,13.53108,100073.1,104.7503
474520,13.53108,100065.2,105.4162
474673,13.53108,100070.5,104.9723
474826,13.52089,100068.8,105.1202
475549,13.54127,100077.5,104.383
475705,13.53617,100074.0,104.679
476542,13.53108,100073.1,104.7503
476702,13.53617,100071.4,104.8983
476864,13.55146,100068.7,105.1229
477524,13.53108,100073.1,104.7503
477688,13.53617,100068.7,105.1202
477848,13.54127,100072.3,104.8269
478530,13.54127,100072.3,104.8269
478696,13.54127,100072.3,104.8269
478861,13.54127,100074.9,104.605
479534,13.55146,100071.4,104.9009
479680,13.55146,100074.0,104.679
479827,13.55146,100074.0,104.679
480535,13.54637,100075.8,104.531
480680,13.55655,100072.2,104.8269
480826,13.55146,100068.7,105.1229
481602,13.55146,100071.4,104.9009
481753,13.55146,100068.7,105.1229
482518,13.54637,100070.5,104.9749
482676,13.55146,100068.7,105.1229
482838,13.56674,100074.0,104.679
483548,13.56165,100073.1,104.753
483703,13.56674,100074.0,104.679
483865,13.56674,100076.6,104.4597
484519,13.56674,100071.4,104.9009
484725,13.56165,100073.1,104.753
484865,13.56674,100079.3,104.2377
485527,13.57184,100072.2,104.8296
485672,13.56165,100067.8,105.1969
485820,13.57693,100075.7,104.5336
486528,13.56165,100073.1,104.753
486675,13.57184,100074.9,104.6076
486820,13.56674,100074.0,104.679
487570,13.57184,100074.9,104.6076
487719,13.57184,100074.9,104.6076
488574,13.58203,100079.2,104.2377
488707,13.57184,100072.2,104.8296
488840,13.58203,100074.0,104.6816
489579,13.57184,100066.9,105.2708
489711,13.57693,100073.1,104.7556
490522,13.57184,100064.3,105.4928
490650,13.58203,100074.0,104.6816
490784,13.57184,100069.6,105.0489
491529,13.58203,100071.3,104.9009
491668,13.58203,100076.6,104.4597
491808,13.58712,100069.6,105.0515
492522,13.58203,100071.3,104.9009
492660,13.58712,100069.6,105.0515
492800,13.58203,100066.1,105.3448
493566,13.58203,100068.7,105.1229
493710,13.58203,100071.3,104.9009
493851,13.59222,100067.8,105.1995
494531,13.59222,100078.3,104.3143
494681,13.58712,100072.2,104.8296
494833,13.59222,100073.1,104.7556
495568,13.58712,100072.2,104.8296
495716,13.59731,100071.3,104.9036
496564,13.58712,100072.2,104.8296
496712,13.59222,100081.0,104.0924
496864,13.59731,100074.0,104.6816
497542,13.60241,100069.6,105.0515
497672,13.58712,100072.2,104.8296
497809,13.6126,100071.3,104.9036
498519,13.59222,100073.1,104.7556
498660,13.59222,100065.2,105.4214
498800,13.60241,100069.6,105.0515
499547,13.59222,100073.1,104.7556
499702,13.59222,100067.8,105.1995
500545,13.60241,100069.6,105.0515
500691,13.60241,100066.9,105.2735
500838,13.60241,100074.8,104.6103
501565,13.60241,100064.3,105.4954
501710,13.60241,100072.2,104.8296
502560,13.59731,100068.7,105.1255
502710,13.6075,100075.7,104.5336
502857,13.6126,100071.3,104.9036
503537,13.60241,100069.6,105.0515
503685,13.61769,100069.5,105.0542
503838,13.61769,100069.5,105.0542
504540,13.60241,100069.6,105.0515
504697,13.60241,100066.9,105.2735
504850,13.60241,100069.6,105.0515
505584,13.6075,100078.3,104.3143
505735,13.6075,100065.2,105.4214
506513,13.61769,100072.2,104.8322
506709,13.61769,100074.8,104.6103
506841,13.6126,100068.7,105.1255
507555,13.61769,100074.8,104.6103
507693,13.61769,100069.5,105.0542
507835,13.62279,100073.1,104.7556
508530,13.62279,100073.1,104.7556
508668,13.62279,100073.1,104.7556
508812,13.61769,100072.2,104.8322
509557,13.62279,100073.1,104.7556
509700,13.62279,100073.1,104.7556
509848,13.62788,100073.9,104.6842
510534,13.62279,100065.2,105.4214
510683,13.63298,100077.4,104.3883
510832,13.62279,100067.8,105.1995
511572,13.61769,100072.2,104.8322
511719,13.63298,100066.9,105.2761
512568,13.63298,100074.8,104.6103
512719,13.62279,100073.1,104.7556
512870,13.63298,100074.8,104.6103
513581,13.63807,100073.0,104.7582
513741,13.63298,100069.5,105.0542
514574,13.63807,100073.0,104.7582
514731,13.63807,100070.4,104.9802
515547,13.63298,100069.5,105.0542
515712,13.63807,100070.4,104.9802
516610,13.62788,100073.9,104.6842
516750,13.63807,100070.4,104.9802
517548,13.64317,100071.3,104.9062
517706,13.63807,100070.4,104.9802
517850,13.64317,100073.9,104.6842
518529,13.64317,100068.7,105.1282
518740,13.64317,100076.6,104.4623
518885,13.64317,100068.7,105.1282
519539,13.64317,100071.3,104.9062
519683,13.64317,100071.3,104.9062
519833,13.64317,100071.3,104.9062
520650,13.64317,100073.9,104.6842
520798,13.64826,100072.2,104.8322
521522,13.64826,100074.8,104.6103
521680,13.65336,100070.4,104.9802
521834,13.64826,100069.5,105.0568
522544,13.64317,100071.3,104.9062
522762,13.64317,100068.7,105.1282
523541,13.64826,100072.2,104.8322
523702,13.65336,100067.8,105.2021
523862,13.65336,100067.8,105.2021
524522,13.66355,100069.5,105.0568
524745,13.67374,100073.9,104.6869
525555,13.66355,100074.8,104.6129
525717,13.65336,100073.1,104.7582
526573,13.65845,100073.9,104.6869
526730,13.65845,100073.9,104.6869
527580,13.66355,100069.5,105.0568
527727,13.66355,100069.5,105.0568
527873,13.66355,100069.5,105.0568
528584,13.66355,100074.8,104.6129
528731,13.66864,100070.4,104.9828
528885,13.67374,100073.9,104.6869
529520,13.66355,100074.8,104.6129
529678,13.67374,100068.6,105.1308
529833,13.67883,100072.1,104.8349
530524,13.66355,100066.9,105.2788
530665,13.67374,100066.0,105.3527
530804,13.67883,100072.1,104.8349
531527,13.67374,100068.6,105.1308
531668,13.67374,100066.0,105.3527
531813,13.67374,100071.3,104.9088
532571,13.67883,100066.9,105.2788
532717,13.66864,100070.4,104.9828
533557,13.66864,100073.0,104.7609
533706,13.67374,100071.3,104.9088
533847,13.67374,100066.0,105.3527
534536,13.67374,100071.3,104.9088
534681,13.67374,100071.3,104.9088
534826,13.67883,100066.9,105.2788
535532,13.67883,100074.8,104.6129
535660,13.68393,100073.0,104.7609
535786,13.68393,100073.0,104.7609
536595,13.68393,100070.4,104.9828
536729,13.68393,100067.8,105.2048
537536,13.67883,100066.9,105.2788
537667,13.68393,100067.8,105.2048
537806,13.68393,100070.4,104.9828
538559,13.68393,100073.0,104.7609
538698,13.69412,100072.1,104.8375
539547,13.68393,100070.4,104.9828
539687,13.69412,100074.8,104.6155
539828,13.69412,100074.8,104.6155
540562,13.68902,100071.3,104.9088
540702,13.69412,100066.9,105.2788
541582,13.68902,100068.6,105.1308
541729,13.69412,100066.9,105.2788
541876,13.69921,100070.4,104.9855
542535,13.69412,100072.1,104.8375
542686,13.7094,100069.5,105.0595
542832,13.69412,100072.1,104.8375
543537,13.70431,100066.0,105.3527
543688,13.69412,100066.9,105.2788
543847,13.70431,100066.0,105.3527
544522,13.70431,100071.2,104.9115
544718,13.70431,100066.0,105.3527
544852,13.69921,100073.0,104.7635
545525,13.69412,100066.9,105.2788
545664,13.70431,100073.9,104.6895
545800,13.69921,100067.7,105.2048
546556,13.69412,100072.1,104.8375
546700,13.7145,100073.0,104.7635
547552,13.7145,100078.3,104.3196
547696,13.70431,100068.6,105.1334
547839,13.7094,100069.5,105.0595
548566,13.7094,100066.8,105.2814
548710,13.7145,100067.7,105.2074
549546,13.69921,100078.3,104.3196
549693,13.70431,100071.2,104.9115
549843,13.7145,100080.9,104.0977
550547,13.7145,100070.4,104.9855
550695,13.7145,100067.7,105.2074
550847,13.71959,100068.6,105.1334
551582,13.7145,100073.0,104.7635
551734,13.7145,100070.4,104.9855
552529,13.7145,100067.7,105.2074
552678,13.71959,100071.2,104.9115
552844,13.72469,100069.5,105.0595
553517,13.72469,100074.7,104.6182
553670,13.7145,100067.7,105.2074
553869,13.71959,100068.6,105.1334
554524,13.71959,100076.5,104.4676
554657,13.73488,100068.6,105.1334
554796,13.71959,100068.6,105.1334
555526,13.71959,100071.2,104.9115
555659,13.7145,100073.0,104.7635
555801,13.72469,100069.5,105.0595
556568,13.72469,100069.5,105.0595
556710,13.72469,100069.5,105.0595
556858,13.72469,100072.1,104.8375
557532,13.7145,100070.4,104.9855
557679,13.72469,100074.7,104.6182
557824,13.73488,100063.3,105.5773
558575,13.72469,100074.7,104.6182
558728,13.72978,100075.6,104.5416
558879,13.71959,100071.2,104.9115
559581,13.72469,100072.1,104.8375
559734,13.73488,100071.2,104.9141
559883,13.74507,100067.7,105.2101
560522,13.72978,100073.0,104.7635
560674,13.73488,100073.8,104.6922
560845,13.73997,100074.7,104.6182
561522,13.73488,100068.6,105.1334
561680,13.73488,100073.8,104.6922
561842,13.73488,100073.8,104.6922
562529,13.73488,100071.2,104.9141
562674,13.73488,100068.6,105.1334
562819,13.73488,100068.6,105.1334
563532,13.74507,100073.0,104.7662
563679,13.73997,100072.1,104.8401
